Region/country/area, Technology,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
,Pumped storage,1310.000,1310.000,1310.000,1310.000,1310.000,1307.000,1307.000,1307.000,1307.000,1307.000,1307.000,1307.000,1307.000,1307.000,1307.000,1307.000,1307.000,1307.000,1307.000,1307.000,1307.000,1307.000,1307.000
,Marine,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
,Wind,14.000,26.000,31.000,67.000,96.000,167.000,212.000,276.000,324.000,608.000,912.000,1069.000,1366.900,1769.000,1932.700,2181.300,2333.800,2779.400,3304.900,3863.500,4672.700,4948.400,5251.400
,Onshore wind energy,14.000,26.000,31.000,67.000,96.000,167.000,212.000,276.000,324.000,576.500,715.500,872.500,985.900,1061.300,1225.000,1469.300,1621.600,1902.200,2119.000,2308.000,2410.900,2686.600,2989.600
,Offshore wind energy,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,31.500,196.500,196.500,381.000,707.700,707.700,712.000,712.200,877.200,1185.900,1555.500,2261.800,2261.800,2261.800
,Solar,0.000,0.000,1.000,1.000,1.000,2.000,2.000,20.000,62.000,386.000,1006.600,1978.600,2646.600,2901.600,3015.000,3131.600,3328.800,3620.600,4000.000,4636.600,5572.800,6012.400,6898.400
,Solar photovoltaic,0.000,0.000,1.000,1.000,1.000,2.000,2.000,20.000,62.000,386.000,1006.600,1978.600,2646.600,2901.600,3015.000,3131.600,3328.800,3620.600,4000.000,4636.600,5572.800,6012.400,6898.400
,Concentrated solar power,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
,Bioenergy,115.500,140.500,157.000,229.500,246.000,514.500,558.000,582.500,695.500,907.000,1015.500,1031.000,985.500,964.500,913.250,943.200,923.350,912.300,886.900,906.450,921.750,816.900,827.900
,Solid biofuels and renewable municipal waste,95.500,112.500,124.000,187.500,196.000,363.500,405.000,417.500,534.500,663.000,766.500,821.000,789.500,763.500,681.250,715.500,690.950,684.500,651.500,664.950,699.650,594.200,605.200
,Renewable municipal waste,48.500,50.500,67.000,66.500,66.000,69.500,98.000,88.500,92.500,109.000,126.500,120.000,111.500,123.500,123.650,124.200,124.650,125.300,125.200,125.750,136.150,146.200,145.200
,Bagasse,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
,Other solid biofuels,47.000,62.000,57.000,121.000,130.000,294.000,307.000,329.000,442.000,554.000,640.000,701.000,642.000,604.000,520.000,558.000,535.000,527.000,492.000,501.000,527.000,412.000,424.000
,Liquid biofuels,0.000,0.000,0.000,0.000,0.000,95.000,100.000,97.000,73.000,139.000,134.000,81.000,55.000,50.000,51.000,48.800,44.900,45.300,45.200,44.900,23.100,19.200,19.200
,Biogas,20.000,28.000,33.000,42.000,50.000,56.000,53.000,68.000,88.000,105.000,115.000,129.000,141.000,151.000,181.000,178.900,187.500,182.500,190.200,196.600,199.000,203.500,203.500
,Geothermal,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Bosnia and Herzegovina,Hydropower,1928.000,1928.000,1928.000,1928.000,1958.000,1958.000,1958.000,1958.000,1988.600,1988.600,2118.261,2119.963,2120.908,2121.771,2131.068,2136.943,2180.240,2211.000,2235.600,2238.840,2248.790,2256.780,2256.780
,Renewable hydropower,1508.000,1508.000,1508.000,1508.000,1538.000,1538.000,1538.000,1538.000,1568.600,1568.600,1698.261,1699.963,1700.908,1701.771,1711.068,1716.943,1760.240,1791.000,1815.600,1818.840,1828.790,1836.780,1836.780
,Pumped storage,420.000,420.000,420.000,420.000,420.000,420.000,420.000,420.000,420.000,420.000,420.000,420.000,420.000,420.000,420.000,420.000,420.000,420.000,420.000,420.000,420.000,420.000,420.000
,Marine,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
,Wind,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.300,0.300,0.300,0.300,0.300,0.300,0.300,51.000,87.000,87.000,135.000,135.000
,Onshore wind energy,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.300,0.300,0.300,0.300,0.300,0.300,0.300,51.000,87.000,87.000,135.000,135.000
,Offshore wind energy,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
,Solar,0.000,0.000,0.000,0.100,0.200,0.300,0.300,0.300,0.300,0.300,0.300,0.300,0.349,1.339,7.166,8.170,14.120,16.000,18.150,22.350,34.890,56.510,107.465
,Solar photovoltaic,0.000,0.000,0.000,0.100,0.200,0.300,0.300,0.300,0.300,0.300,0.300,0.300,0.349,1.339,7.166,8.170,14.120,16.000,18.150,22.350,34.890,56.510,107.465
,Concentrated solar power,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
,Bioenergy,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,1.240,2.210,2.110,10.210,10.210
,Solid biofuels and renewable municipal waste,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.250,1.220,1.120,9.220,9.220
,Renewable municipal waste,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
,Bagasse,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
,Other solid biofuels,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,9.000,9.000
,Liquid biofuels,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
,Biogas,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.990,0.990,0.990,0.990,0.990
,Geothermal,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Bulgaria,Hydropower,1880.000,1705.000,1948.000,2515.000,2848.000,2848.000,2848.000,2876.000,2984.000,3001.000,3048.000,3108.000,3181.000,3203.000,3219.000,3219.000,3223.000,3371.550,3379.000,3378.350,3376.456,3369.233,3369.233
,Renewable hydropower,1016.000,841.000,1084.000,1651.000,1984.000,1984.000,1984.000,2012.000,2120.000,2137.000,2184.000,2244.000,2317.000,2339.000,2355.000,2355.000,2359.000,2507.550,2515.000,2514.350,2512.456,2505.233,2505.233
,Pumped storage,864.000,864.000,864.000,864.000,864.000,864.000,864.000,864.000,864.000,864.000,864.000,864.000,864.000,864.000,864.000,864.000,864.000,864.000,864.000,864.000,864.000,864.000,864.000
,Marine,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
,Wind,0.000,0.000,0.000,0.000,1.000,8.000,27.000,30.000,114.000,333.000,488.000,541.000,677.000,683.000,699.000,699.000,699.000,698.390,698.920,703.120,702.800,704.375,704.375
,Onshore wind energy,0.000,0.000,0.000,0.000,1.000,8.000,27.000,30.000,114.000,333.000,488.000,541.000,677.000,683.000,699.000,699.000,699.000,698.390,698.920,703.120,702.800,704.375,704.375
,Offshore wind energy,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
,Solar,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.030,0.100,2.000,25.000,154.000,921.987,1038.535,1028.917,1027.888,1029.885,1030.701,1033.058,1044.390,1100.211,1274.713,1948.355
,Solar photovoltaic,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.030,0.100,2.000,25.000,154.000,921.987,1038.535,1028.917,1027.888,1029.885,1030.701,1033.058,1044.390,1100.211,1274.713,1948.355
,Concentrated solar power,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
,Bioenergy,52.000,52.000,52.000,7.000,7.000,7.000,6.000,6.000,6.000,9.000,10.000,11.000,14.000,34.000,40.000,54.000,57.000,52.003,69.428,56.869,48.054,47.321,47.321
,Solid biofuels and renewable municipal waste,52.000,52.000,52.000,7.000,7.000,7.000,6.000,6.000,6.000,6.000,6.000,6.000,14.000,30.000,30.000,34.000,19.000,22.973,33.019,23.513,15.064,13.914,13.914
,Renewable municipal waste,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
,Bagasse,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
,Other solid biofuels,52.000,52.000,52.000,7.000,7.000,7.000,6.000,6.000,6.000,6.000,6.000,6.000,14.000,30.000,30.000,34.000,19.000,23.000,33.000,24.000,15.000,14.000,14.000
,Liquid biofuels,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
,Biogas,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.000,4.000,5.000,0.000,4.000,10.000,20.000,38.000,29.030,36.409,33.356,32.990,33.407,33.407
,Geothermal,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Croatia,Hydropower,2067.000,2067.000,2054.000,2064.000,2071.000,2065.000,2065.000,2063.000,2063.000,2080.000,2129.000,2129.000,2129.000,2178.000,2180.100,2195.100,2192.100,2193.000,2199.500,2199.700,2199.500,2200.500,2200.500
,Renewable hydropower,2067.000,2067.000,2054.000,2064.000,2071.000,2065.000,2065.000,2063.000,2063.000,2080.000,2129.000,2129.000,2129.000,2178.000,2180.100,2195.100,2192.100,2193.000,2199.500,2199.700,2199.500,2200.500,2200.500
,Pumped storage,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
,Marine,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
,Wind,0.000,0.000,0.000,0.000,6.000,6.000,17.000,17.000,17.000,70.000,79.000,130.000,180.000,254.000,339.000,418.000,483.000,576.100,586.300,646.300,801.300,986.900,1042.900
,Onshore wind energy,0.000,0.000,0.000,0.000,6.000,6.000,17.000,17.000,17.000,70.000,79.000,130.000,180.000,254.000,339.000,418.000,483.000,576.100,586.300,646.300,801.300,986.900,1042.900
,Offshore wind energy,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
,Solar,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.300,0.300,0.300,4.000,19.000,33.000,47.800,55.800,60.000,67.700,84.800,108.500,138.300,182.300
,Solar photovoltaic,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.300,0.300,0.300,4.000,19.000,33.000,47.800,55.800,60.000,67.700,84.800,108.500,138.300,182.300
,Concentrated solar power,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
,Bioenergy,3.000,3.000,3.000,3.000,3.000,5.000,5.000,5.000,7.500,7.500,9.500,14.500,18.500,23.500,24.500,52.500,62.500,86.600,115.400,127.400,135.300,154.400,157.400
,Solid biofuels and renewable municipal waste,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,6.000,7.000,7.000,8.000,25.000,26.000,42.000,64.800,75.500,80.200,95.300,98.300
,Renewable municipal waste,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
,Bagasse,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
,Other solid biofuels,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,6.000,7.000,7.000,8.000,25.000,26.000,42.000,65.000,76.000,80.000,95.000,98.000
,Liquid biofuels,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
,Biogas,0.000,0.000,0.000,0.000,0.000,2.000,2.000,2.000,4.500,4.500,6.500,8.500,11.500,16.500,16.500,27.500,36.500,44.600,50.600,51.900,55.100,59.100,59.100
,Geothermal,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,10.000,10.000,10.000,10.000,10.000
Cyprus,Hydropower,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
,Renewable hydropower,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
,Pumped storage,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
,Marine,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
,Wind,0.000,0.000,0.000,0.000,0.225,0.225,0.225,0.225,0.225,0.225,82.225,134.225,147.225,147.225,147.225,157.725,157.725,157.725,157.725,157.725,157.725,157.500,157.500
,Onshore wind energy,0.000,0.000,0.000,0.000,0.225,0.225,0.225,0.225,0.225,0.225,82.225,134.225,147.225,147.225,147.225,157.725,157.725,157.725,157.725,157.725,157.725,157.500,157.500
,Offshore wind energy,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
,Solar,0.000,0.000,0.000,0.000,1.000,1.000,1.000,1.000,2.000,4.000,7.000,10.000,17.000,35.000,64.000,76.000,84.000,110.046,118.479,151.261,229.134,314.523,431.000
,Solar photovoltaic,0.000,0.000,0.000,0.000,1.000,1.000,1.000,1.000,2.000,4.000,7.000,10.000,17.000,35.000,64.000,76.000,84.000,110.046,118.479,151.261,229.134,314.523,431.000
,Concentrated solar power,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
,Bioenergy,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,7.000,8.000,8.000,9.000,9.000,10.000,10.000,10.000,10.000,9.750,12.718,12.718,12.718,13.154,13.154
,Solid biofuels and renewable municipal waste,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
,Renewable municipal waste,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
,Bagasse,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
,Other solid biofuels,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
,Liquid biofuels,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
,Biogas,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,7.000,8.000,8.000,9.000,9.000,10.000,10.000,10.000,10.000,9.750,12.718,12.718,12.718,13.154,13.154
,Geothermal,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Czechia,Hydropower,2097.000,2145.000,2145.000,2149.000,2160.000,2167.000,2163.000,2171.000,2176.000,2184.000,2196.000,2197.000,2212.000,2252.000,2252.000,2260.000,2262.000,2264.700,2264.019,2265.210,2265.426,2284.863,2285.763
,Renewable hydropower,952.000,1000.000,1000.000,1004.000,1015.000,1020.000,1016.000,1024.000,1029.000,1037.000,1049.000,1050.000,1065.000,1080.000,1080.000,1088.000,1090.000,1092.700,1092.519,1093.710,1093.926,1113.363,1114.263
,Pumped storage,1145.000,1145.000,1145.000,1145.000,1145.000,1147.000,1147.000,1147.000,1147.000,1147.000,1147.000,1147.000,1147.000,1172.000,1172.000,1172.000,1172.000,1172.000,1171.500,1171.500,1171.500,1171.500,1171.500
,Marine,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
,Wind,2.000,0.000,6.400,10.600,16.500,22.000,43.500,113.800,150.000,193.000,213.000,213.000,258.000,262.000,278.000,281.000,282.000,308.205,316.200,339.414,339.424,339.414,339.414
,Onshore wind energy,2.000,0.000,6.400,10.600,16.500,22.000,43.500,113.800,150.000,193.000,213.000,213.000,258.000,262.000,278.000,281.000,282.000,308.205,316.200,339.414,339.424,339.414,339.414
,Offshore wind energy,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
,Solar,0.100,0.100,0.200,0.300,0.400,0.586,0.841,3.961,39.500,464.600,1727.000,1913.000,2022.000,2063.500,2067.400,2074.900,2067.900,2075.438,2081.052,2110.669,2171.956,2246.091,2627.085
,Solar photovoltaic,0.100,0.100,0.200,0.300,0.400,0.586,0.841,3.961,39.500,464.600,1727.000,1913.000,2022.000,2063.500,2067.400,2074.900,2067.900,2075.438,2081.052,2110.669,2171.956,2246.091,2627.085
,Concentrated solar power,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
,Bioenergy,94.485,94.485,94.485,94.500,129.500,139.500,177.500,227.500,285.500,351.500,410.500,504.500,652.500,689.500,744.500,770.500,772.500,801.500,781.500,829.500,845.500,853.500,853.500
,Solid biofuels and renewable municipal waste,69.500,69.500,69.500,69.500,104.500,103.500,134.500,177.500,214.500,255.500,292.500,327.500,352.500,328.500,377.500,402.500,403.500,429.500,412.500,461.500,479.500,483.500,483.500
,Renewable municipal waste,1.500,1.500,1.500,1.500,1.500,1.500,1.500,1.500,1.500,1.500,21.500,21.500,22.500,22.500,22.500,22.500,27.500,27.500,27.500,27.500,27.500,27.500,27.500
,Bagasse,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
,Other solid biofuels,68.000,68.000,68.000,68.000,103.000,102.000,133.000,176.000,213.000,254.000,271.000,306.000,330.000,306.000,355.000,380.000,376.000,402.000,385.000,434.000,452.000,456.000,456.000
,Liquid biofuels,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
,Biogas,24.985,24.985,24.985,25.000,25.000,36.000,43.000,50.000,71.000,96.000,118.000,177.000,300.000,361.000,367.000,368.000,369.000,372.000,369.000,368.000,366.000,370.000,370.000
,Geothermal,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Denmark,Hydropower,10.000,11.000,11.000,11.000,11.000,11.000,9.000,9.000,9.000,9.000,9.199,9.264,9.255,8.733,8.616,6.878,9.267,7.153,7.153,7.163,7.163,7.123,5.123
,Renewable hydropower,10.000,11.000,11.000,11.000,11.000,11.000,9.000,9.000,9.000,9.000,9.199,9.264,9.255,8.733,8.616,6.878,9.267,7.153,7.153,7.163,7.163,7.123,5.123
,Pumped storage,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
,Marine,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.215,0.195,0.250,0.250,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
,Wind,2390.015,2497.153,2894.531,3119.916,3123.712,3127.836,3135.696,3124.214,3162.870,3482.087,3801.829,3951.981,4161.941,4818.923,4886.403,5076.966,5245.142,5488.949,6122.660,6110.543,6267.033,7020.840,7087.840
,Onshore wind energy,2340.065,2447.203,2680.581,2696.566,2700.362,2704.486,2712.346,2700.864,2739.520,2821.237,2933.979,3080.531,3240.091,3547.873,3615.353,3805.916,3974.092,4225.149,4421.860,4409.743,4566.233,4715.240,4782.240
,Offshore wind energy,49.950,49.950,213.950,423.350,423.350,423.350,423.350,423.350,423.350,660.850,867.850,871.450,921.850,1271.050,1271.050,1271.050,1271.050,1263.800,1700.800,1700.800,1700.800,2305.600,2305.600
,Solar,1.000,1.000,2.000,2.000,2.000,3.000,3.000,3.000,3.000,5.000,7.000,17.000,402.000,571.000,607.000,782.108,850.953,906.350,998.000,1080.000,1304.294,1704.041,3122.041
,Solar photovoltaic,1.000,1.000,2.000,2.000,2.000,3.000,3.000,3.000,3.000,5.000,7.000,17.000,402.000,571.000,607.000,782.108,850.953,906.350,998.000,1080.000,1304.294,1704.041,3122.041
,Concentrated solar power,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
,Bioenergy,242.000,300.500,403.000,511.500,693.000,802.000,665.500,508.500,778.500,938.500,1097.755,1145.100,1375.676,1184.948,1247.750,1243.451,1304.571,1791.267,1774.253,1982.400,2085.835,2149.951,2150.951
,Solid biofuels and renewable municipal waste,201.000,253.500,350.000,453.500,630.000,737.000,604.500,449.500,704.500,861.500,1017.755,1068.100,1295.886,1084.775,1151.961,1138.946,1197.673,1683.136,1666.122,1861.634,1953.952,2022.283,2023.283
,Renewable municipal waste,115.000,120.500,135.000,142.500,156.000,153.000,149.500,116.500,151.500,156.500,149.518,147.452,140.336,166.056,162.602,165.532,165.976,181.876,181.458,180.524,177.018,174.561,175.561
